FIPS,County/Equivalent,Federal District Court,Public Attorney Search,State
40043,"Dewey County, OK",Western District of Oklahoma,No,Oklahoma
40045,"Ellis County, OK",Western District of Oklahoma,No,Oklahoma
40047,"Garfield County, OK",Western District of Oklahoma,No,Oklahoma
40049,"Garvin County, OK",Western District of Oklahoma,No,Oklahoma
40051,"Grady County, OK",Western District of Oklahoma,No,Oklahoma
40053,"Grant County, OK",Western District of Oklahoma,No,Oklahoma
40055,"Greer County, OK",Western District of Oklahoma,No,Oklahoma
40057,"Harmon County, OK",Western District of Oklahoma,No,Oklahoma
40059,"Harper County, OK",Western District of Oklahoma,No,Oklahoma
40061,"Haskell County, OK",Eastern District of Oklahoma,No,Oklahoma
40063,"Hughes County, OK",Eastern District of Oklahoma,No,Oklahoma
40065,"Jackson County, OK",Western District of Oklahoma,No,Oklahoma
40067,"Jefferson County, OK",Western District of Oklahoma,No,Oklahoma
40069,"Johnston County, OK",Eastern District of Oklahoma,No,Oklahoma
40071,"Kay County, OK",Western District of Oklahoma,No,Oklahoma
40073,"Kingfisher County, OK",Western District of Oklahoma,No,Oklahoma
40075,"Kiowa County, OK",Western District of Oklahoma,No,Oklahoma
40077,"Latimer County, OK",Eastern District of Oklahoma,No,Oklahoma
40079,"Le Flore County, OK",Eastern District of Oklahoma,No,Oklahoma
40081,"Lincoln County, OK",Western District of Oklahoma,No,Oklahoma
40083,"Logan County, OK",Western District of Oklahoma,No,Oklahoma
40085,"Love County, OK",Eastern District of Oklahoma,No,Oklahoma
40087,"McClain County, OK",Western District of Oklahoma,No,Oklahoma
40089,"McCurtain County, OK",Eastern District of Oklahoma,No,Oklahoma
40091,"McIntosh County, OK",Eastern District of Oklahoma,No,Oklahoma
40093,"Major County, OK",Western District of Oklahoma,No,Oklahoma
40095,"Marshall County, OK",Eastern District of Oklahoma,No,Oklahoma
40097,"Mayes County, OK",Northern District of Oklahoma,No,Oklahoma
40099,"Murray County, OK",Eastern District of Oklahoma,No,Oklahoma
40101,"Muskogee County, OK",Eastern District of Oklahoma,No,Oklahoma
40103,"Noble County, OK",Western District of Oklahoma,No,Oklahoma
40105,"Nowata County, OK",Northern District of Oklahoma,No,Oklahoma
40107,"Okfuskee County, OK",Eastern District of Oklahoma,No,Oklahoma
40109,"Oklahoma County, OK",Western District of Oklahoma,No,Oklahoma
40111,"Okmulgee County, OK",Eastern District of Oklahoma,No,Oklahoma
40113,"Osage County, OK",Northern District of Oklahoma,No,Oklahoma
40115,"Ottawa County, OK",Northern District of Oklahoma,No,Oklahoma
40117,"Pawnee County, OK",Northern District of Oklahoma,No,Oklahoma
40119,"Payne County, OK",Western District of Oklahoma,No,Oklahoma
40121,"Pittsburg County, OK",Eastern District of Oklahoma,No,Oklahoma
40123,"Pontotoc County, OK",Eastern District of Oklahoma,No,Oklahoma
40125,"Pottawatomie County, OK",Western District of Oklahoma,No,Oklahoma
40127,"Pushmataha County, OK",Eastern District of Oklahoma,No,Oklahoma
40129,"Roger Mills County, OK",Western District of Oklahoma,No,Oklahoma
40131,"Rogers County, OK",Northern District of Oklahoma,No,Oklahoma
40133,"Seminole County, OK",Eastern District of Oklahoma,No,Oklahoma
40135,"Sequoyah County, OK",Eastern District of Oklahoma,No,Oklahoma
40137,"Stephens County, OK",Western District of Oklahoma,No,Oklahoma
40139,"Texas County, OK",Western District of Oklahoma,No,Oklahoma
40141,"Tillman County, OK",Western District of Oklahoma,No,Oklahoma
40143,"Tulsa County, OK",Northern District of Oklahoma,No,Oklahoma
40145,"Wagoner County, OK",Eastern District of Oklahoma,No,Oklahoma
40147,"Washington County, OK",Northern District of Oklahoma,No,Oklahoma
40149,"Washita County, OK",Western District of Oklahoma,No,Oklahoma
40151,"Woods County, OK",Western District of Oklahoma,No,Oklahoma
40153,"Woodward County, OK",Western District of Oklahoma,No,Oklahoma
41001,"Baker County, OR",District of Oregon,No,Oregon
41003,"Benton County, OR",District of Oregon,No,Oregon
41005,"Clackamas County, OR",District of Oregon,No,Oregon
41007,"Clatsop County, OR",District of Oregon,No,Oregon
41009,"Columbia County, OR",District of Oregon,No,Oregon
41011,"Coos County, OR",District of Oregon,No,Oregon
41013,"Crook County, OR",District of Oregon,No,Oregon
41015,"Curry County, OR",District of Oregon,No,Oregon
41017,"Deschutes County, OR",District of Oregon,No,Oregon
41019,"Douglas County, OR",District of Oregon,No,Oregon
41021,"Gilliam County, OR",District of Oregon,No,Oregon
41023,"Grant County, OR",District of Oregon,No,Oregon
41025,"Harney County, OR",District of Oregon,No,Oregon
41027,"Hood River County, OR",District of Oregon,No,Oregon
41029,"Jackson County, OR",District of Oregon,No,Oregon
41031,"Jefferson County, OR",District of Oregon,No,Oregon
41033,"Josephine County, OR",District of Oregon,No,Oregon
41035,"Klamath County, OR",District of Oregon,No,Oregon
41037,"Lake County, OR",District of Oregon,No,Oregon
41039,"Lane County, OR",District of Oregon,No,Oregon
41041,"Lincoln County, OR",District of Oregon,No,Oregon
41043,"Linn County, OR",District of Oregon,No,Oregon
41045,"Malheur County, OR",District of Oregon,No,Oregon
41047,"Marion County, OR",District of Oregon,No,Oregon
41049,"Morrow County, OR",District of Oregon,No,Oregon
41051,"Multnomah County, OR",District of Oregon,No,Oregon
41053,"Polk County, OR",District of Oregon,No,Oregon
41055,"Sherman County, OR",District of Oregon,No,Oregon
41057,"Tillamook County, OR",District of Oregon,No,Oregon
41059,"Umatilla County, OR",District of Oregon,No,Oregon
41061,"Union County, OR",District of Oregon,No,Oregon
41063,"Wallowa County, OR",District of Oregon,No,Oregon
41065,"Wasco County, OR",District of Oregon,No,Oregon
41067,"Washington County, OR",District of Oregon,No,Oregon
41069,"Wheeler County, OR",District of Oregon,No,Oregon
41071,"Yamhill County, OR",District of Oregon,No,Oregon
42001,"Adams County, PA",Middle District of Pennsylvania,No,Pennsylvania
42003,"Allegheny County, PA",Western District of Pennsylvania,No,Pennsylvania
42005,"Armstrong County, PA",Western District of Pennsylvania,No,Pennsylvania
42007,"Beaver County, PA",Western District of Pennsylvania,No,Pennsylvania
42009,"Bedford County, PA",Western District of Pennsylvania,No,Pennsylvania
42011,"Berks County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42013,"Blair County, PA",Western District of Pennsylvania,No,Pennsylvania
42015,"Bradford County, PA",Middle District of Pennsylvania,No,Pennsylvania
42017,"Bucks County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42019,"Butler County, PA",Western District of Pennsylvania,No,Pennsylvania
42021,"Cambria County, PA",Western District of Pennsylvania,No,Pennsylvania
42023,"Cameron County, PA",Middle District of Pennsylvania,No,Pennsylvania
42025,"Carbon County, PA",Middle District of Pennsylvania,No,Pennsylvania
42027,"Centre County, PA",Middle District of Pennsylvania,No,Pennsylvania
42029,"Chester County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42031,"Clarion County, PA",Western District of Pennsylvania,No,Pennsylvania
42033,"Clearfield County, PA",Western District of Pennsylvania,No,Pennsylvania
42035,"Clinton County, PA",Middle District of Pennsylvania,No,Pennsylvania
42037,"Columbia County, PA",Middle District of Pennsylvania,No,Pennsylvania
42039,"Crawford County, PA",Western District of Pennsylvania,No,Pennsylvania
42041,"Cumberland County, PA",Middle District of Pennsylvania,No,Pennsylvania
42043,"Dauphin County, PA",Middle District of Pennsylvania,No,Pennsylvania
42045,"Delaware County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42047,"Elk County, PA",Western District of Pennsylvania,No,Pennsylvania
42049,"Erie County, PA",Western District of Pennsylvania,No,Pennsylvania
42051,"Fayette County, PA",Western District of Pennsylvania,No,Pennsylvania
42053,"Forest County, PA",Western District of Pennsylvania,No,Pennsylvania
42055,"Franklin County, PA",Middle District of Pennsylvania,No,Pennsylvania
42057,"Fulton County, PA",Middle District of Pennsylvania,No,Pennsylvania
42059,"Greene County, PA",Western District of Pennsylvania,No,Pennsylvania
42061,"Huntingdon County, PA",Middle District of Pennsylvania,No,Pennsylvania
42063,"Indiana County, PA",Western District of Pennsylvania,No,Pennsylvania
42065,"Jefferson County, PA",Western District of Pennsylvania,No,Pennsylvania
42067,"Juniata County, PA",Middle District of Pennsylvania,No,Pennsylvania
42069,"Lackawanna County, PA",Middle District of Pennsylvania,No,Pennsylvania
42071,"Lancaster County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42073,"Lawrence County, PA",Western District of Pennsylvania,No,Pennsylvania
42075,"Lebanon County, PA",Middle District of Pennsylvania,No,Pennsylvania
42077,"Lehigh County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42079,"Luzerne County, PA",Middle District of Pennsylvania,No,Pennsylvania
42081,"Lycoming County, PA",Middle District of Pennsylvania,No,Pennsylvania
42083,"McKean County, PA",Western District of Pennsylvania,No,Pennsylvania
42085,"Mercer County, PA",Western District of Pennsylvania,No,Pennsylvania
42087,"Mifflin County, PA",Middle District of Pennsylvania,No,Pennsylvania
42089,"Monroe County, PA",Middle District of Pennsylvania,No,Pennsylvania
42091,"Montgomery County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42093,"Montour County, PA",Middle District of Pennsylvania,No,Pennsylvania
42095,"Northampton County, PA",Eastern District of Pennsylvania,No,Pennsylvania
42097,"Northumberland County, PA",Middle District of Pennsylvania,No,Pennsylvania
42099,"Perry County, PA",Middle District of Pennsylvania,No,Pennsylvania
42101,"Philadelphia County/city, PA",Eastern District of Pennsylvania,No,Pennsylvania
42103,"Pike County, PA",Middle District of Pennsylvania,No,Pennsylvania
42105,"Potter County, PA",Middle District of Pennsylvania,No,Pennsylvania
42107,"Schuylkill County, PA",Middle District of Pennsylvania,No,Pennsylvania
42109,"Snyder County, PA",Middle District of Pennsylvania,No,Pennsylvania
42111,"Somerset County, PA",Western District of Pennsylvania,No,Pennsylvania
42113,"Sullivan County, PA",Middle District of Pennsylvania,No,Pennsylvania
42115,"Susquehanna County, PA",Middle District of Pennsylvania,No,Pennsylvania
42117,"Tioga County, PA",Middle District of Pennsylvania,No,Pennsylvania
42119,"Union County, PA",Middle District of Pennsylvania,No,Pennsylvania
42121,"Venango County, PA",Western District of Pennsylvania,No,Pennsylvania
42123,"Warren County, PA",Western District of Pennsylvania,No,Pennsylvania
42125,"Washington County, PA",Western District of Pennsylvania,No,Pennsylvania
42127,"Wayne County, PA",Middle District of Pennsylvania,No,Pennsylvania
42129,"Westmoreland County, PA",Western District of Pennsylvania,No,Pennsylvania
42131,"Wyoming County, PA",Middle District of Pennsylvania,No,Pennsylvania
42133,"York County, PA",Middle District of Pennsylvania,No,Pennsylvania
44001,"Bristol County, RI",District of Rhode Island,No,Rhode Island
44003,"Kent County, RI",District of Rhode Island,No,Rhode Island
44005,"Newport County, RI",District of Rhode Island,No,Rhode Island
44007,"Providence County, RI",District of Rhode Island,No,Rhode Island
44009,"Washington County, RI",District of Rhode Island,No,Rhode Island
45001,"Abbeville County, SC",District of South Carolina,No,South Carolina
45003,"Aiken County, SC",District of South Carolina,No,South Carolina
45005,"Allendale County, SC",District of South Carolina,No,South Carolina
45007,"Anderson County, SC",District of South Carolina,No,South Carolina
45009,"Bamberg County, SC",District of South Carolina,No,South Carolina
45011,"Barnwell County, SC",District of South Carolina,No,South Carolina
45013,"Beaufort County, SC",District of South Carolina,No,South Carolina
45015,"Berkeley County, SC",District of South Carolina,No,South Carolina
45017,"Calhoun County, SC",District of South Carolina,No,South Carolina
45019,"Charleston County, SC",District of South Carolina,No,South Carolina
45021,"Cherokee County, SC",District of South Carolina,No,South Carolina
45023,"Chester County, SC",District of South Carolina,No,South Carolina
45025,"Chesterfield County, SC",District of South Carolina,No,South Carolina
45027,"Clarendon County, SC",District of South Carolina,No,South Carolina
45029,"Colleton County, SC",District of South Carolina,No,South Carolina
45031,"Darlington County, SC",District of South Carolina,No,South Carolina
45033,"Dillon County, SC",District of South Carolina,No,South Carolina
45035,"Dorchester County, SC",District of South Carolina,No,South Carolina
45037,"Edgefield County, SC",District of South Carolina,No,South Carolina
45039,"Fairfield County, SC",District of South Carolina,No,South Carolina
45041,"Florence County, SC",District of South Carolina,No,South Carolina
45043,"Georgetown County, SC",District of South Carolina,No,South Carolina
45045,"Greenville County, SC",District of South Carolina,No,South Carolina
45047,"Greenwood County, SC",District of South Carolina,No,South Carolina
45049,"Hampton County, SC",District of South Carolina,No,South Carolina
45051,"Horry County, SC",District of South Carolina,No,South Carolina
45053,"Jasper County, SC",District of South Carolina,No,South Carolina
45055,"Kershaw County, SC",District of South Carolina,No,South Carolina
45057,"Lancaster County, SC",District of South Carolina,No,South Carolina
45059,"Laurens County, SC",District of South Carolina,No,South Carolina
45061,"Lee County, SC",District of South Carolina,No,South Carolina
45063,"Lexington County, SC",District of South Carolina,No,South Carolina
45065,"McCormick County, SC",District of South Carolina,No,South Carolina
