FIPS,County/Equivalent,Federal District Court,Public Attorney Search,State
31065,"Furnas County, NE",District of Nebraska,No,Nebraska
31067,"Gage County, NE",District of Nebraska,No,Nebraska
31069,"Garden County, NE",District of Nebraska,No,Nebraska
31071,"Garfield County, NE",District of Nebraska,No,Nebraska
31073,"Gosper County, NE",District of Nebraska,No,Nebraska
31075,"Grant County, NE",District of Nebraska,No,Nebraska
31077,"Greeley County, NE",District of Nebraska,No,Nebraska
31079,"Hall County, NE",District of Nebraska,No,Nebraska
31081,"Hamilton County, NE",District of Nebraska,No,Nebraska
31083,"Harlan County, NE",District of Nebraska,No,Nebraska
31085,"Hayes County, NE",District of Nebraska,No,Nebraska
31087,"Hitchcock County, NE",District of Nebraska,No,Nebraska
31089,"Holt County, NE",District of Nebraska,No,Nebraska
31091,"Hooker County, NE",District of Nebraska,No,Nebraska
31093,"Howard County, NE",District of Nebraska,No,Nebraska
31095,"Jefferson County, NE",District of Nebraska,No,Nebraska
31097,"Johnson County, NE",District of Nebraska,No,Nebraska
31099,"Kearney County, NE",District of Nebraska,No,Nebraska
31101,"Keith County, NE",District of Nebraska,No,Nebraska
31103,"Keya Paha County, NE",District of Nebraska,No,Nebraska
31105,"Kimball County, NE",District of Nebraska,No,Nebraska
31107,"Knox County, NE",District of Nebraska,No,Nebraska
31109,"Lancaster County, NE",District of Nebraska,No,Nebraska
31111,"Lincoln County, NE",District of Nebraska,No,Nebraska
31113,"Logan County, NE",District of Nebraska,No,Nebraska
31115,"Loup County, NE",District of Nebraska,No,Nebraska
31117,"McPherson County, NE",District of Nebraska,No,Nebraska
31119,"Madison County, NE",District of Nebraska,No,Nebraska
31121,"Merrick County, NE",District of Nebraska,No,Nebraska
31123,"Morrill County, NE",District of Nebraska,No,Nebraska
31125,"Nance County, NE",District of Nebraska,No,Nebraska
31127,"Nemaha County, NE",District of Nebraska,No,Nebraska
31129,"Nuckolls County, NE",District of Nebraska,No,Nebraska
31131,"Otoe County, NE",District of Nebraska,No,Nebraska
31133,"Pawnee County, NE",District of Nebraska,No,Nebraska
31135,"Perkins County, NE",District of Nebraska,No,Nebraska
31137,"Phelps County, NE",District of Nebraska,No,Nebraska
31139,"Pierce County, NE",District of Nebraska,No,Nebraska
31141,"Platte County, NE",District of Nebraska,No,Nebraska
31143,"Polk County, NE",District of Nebraska,No,Nebraska
31145,"Red Willow County, NE",District of Nebraska,No,Nebraska
31147,"Richardson County, NE",District of Nebraska,No,Nebraska
31149,"Rock County, NE",District of Nebraska,No,Nebraska
31151,"Saline County, NE",District of Nebraska,No,Nebraska
31153,"Sarpy County, NE",District of Nebraska,No,Nebraska
31155,"Saunders County, NE",District of Nebraska,No,Nebraska
31157,"Scotts Bluff County, NE",District of Nebraska,No,Nebraska
31159,"Seward County, NE",District of Nebraska,No,Nebraska
31161,"Sheridan County, NE",District of Nebraska,No,Nebraska
31163,"Sherman County, NE",District of Nebraska,No,Nebraska
31165,"Sioux County, NE",District of Nebraska,No,Nebraska
31167,"Stanton County, NE",District of Nebraska,No,Nebraska
31169,"Thayer County, NE",District of Nebraska,No,Nebraska
31171,"Thomas County, NE",District of Nebraska,No,Nebraska
31173,"Thurston County, NE",District of Nebraska,No,Nebraska
31175,"Valley County, NE",District of Nebraska,No,Nebraska
31177,"Washington County, NE",District of Nebraska,No,Nebraska
31179,"Wayne County, NE",District of Nebraska,No,Nebraska
31181,"Webster County, NE",District of Nebraska,No,Nebraska
31183,"Wheeler County, NE",District of Nebraska,No,Nebraska
31185,"York County, NE",District of Nebraska,No,Nebraska
32001,"Churchill County, NV",District of Nevada,No,Nevada
32003,"Clark County, NV",District of Nevada,No,Nevada
32005,"Douglas County, NV",District of Nevada,No,Nevada
32007,"Elko County, NV",District of Nevada,No,Nevada
32009,"Esmeralda County, NV",District of Nevada,No,Nevada
32011,"Eureka County, NV",District of Nevada,No,Nevada
32013,"Humboldt County, NV",District of Nevada,No,Nevada
32015,"Lander County, NV",District of Nevada,No,Nevada
32017,"Lincoln County, NV",District of Nevada,No,Nevada
32019,"Lyon County, NV",District of Nevada,No,Nevada
32021,"Mineral County, NV",District of Nevada,No,Nevada
32023,"Nye County, NV",District of Nevada,No,Nevada
32027,"Pershing County, NV",District of Nevada,No,Nevada
32029,"Storey County, NV",District of Nevada,No,Nevada
32031,"Washoe County, NV",District of Nevada,No,Nevada
32033,"White Pine County, NV",District of Nevada,No,Nevada
32510,"Carson City, NV",District of Nevada,No,Nevada
33001,"Belknap County, NH",District of New Hampshire,No,New Hampshire
33003,"Carroll County, NH",District of New Hampshire,No,New Hampshire
33005,"Cheshire County, NH",District of New Hampshire,No,New Hampshire
33007,"Coos County, NH",District of New Hampshire,No,New Hampshire
33009,"Grafton County, NH",District of New Hampshire,No,New Hampshire
33011,"Hillsborough County, NH",District of New Hampshire,No,New Hampshire
33013,"Merrimack County, NH",District of New Hampshire,No,New Hampshire
33015,"Rockingham County, NH",District of New Hampshire,No,New Hampshire
33017,"Strafford County, NH",District of New Hampshire,No,New Hampshire
33019,"Sullivan County, NH",District of New Hampshire,No,New Hampshire
34001,"Atlantic County, NJ",District of New Jersey,No,New Jersey
34003,"Bergen County, NJ",District of New Jersey,No,New Jersey
34005,"Burlington County, NJ",District of New Jersey,No,New Jersey
34007,"Camden County, NJ",District of New Jersey,No,New Jersey
34009,"Cape May County, NJ",District of New Jersey,No,New Jersey
34011,"Cumberland County, NJ",District of New Jersey,No,New Jersey
34013,"Essex County, NJ",District of New Jersey,No,New Jersey
34015,"Gloucester County, NJ",District of New Jersey,No,New Jersey
34017,"Hudson County, NJ",District of New Jersey,No,New Jersey
34019,"Hunterdon County, NJ",District of New Jersey,No,New Jersey
34021,"Mercer County, NJ",District of New Jersey,No,New Jersey
34023,"Middlesex County, NJ",District of New Jersey,No,New Jersey
34025,"Monmouth County, NJ",District of New Jersey,No,New Jersey
34027,"Morris County, NJ",District of New Jersey,No,New Jersey
34029,"Ocean County, NJ",District of New Jersey,No,New Jersey
34031,"Passaic County, NJ",District of New Jersey,No,New Jersey
34033,"Salem County, NJ",District of New Jersey,No,New Jersey
34035,"Somerset County, NJ",District of New Jersey,No,New Jersey
34037,"Sussex County, NJ",District of New Jersey,No,New Jersey
34039,"Union County, NJ",District of New Jersey,No,New Jersey
34041,"Warren County, NJ",District of New Jersey,No,New Jersey
35001,"Bernalillo County, NM",District of New Mexico,No,New Mexico
35003,"Catron County, NM",District of New Mexico,No,New Mexico
35005,"Chaves County, NM",District of New Mexico,No,New Mexico
35006,"Cibola County, NM",District of New Mexico,No,New Mexico
35007,"Colfax County, NM",District of New Mexico,No,New Mexico
35009,"Curry County, NM",District of New Mexico,No,New Mexico
35011,"De Baca County, NM",District of New Mexico,No,New Mexico
35013,"Dona Ana County, NM",District of New Mexico,No,New Mexico
35015,"Eddy County, NM",District of New Mexico,No,New Mexico
35017,"Grant County, NM",District of New Mexico,No,New Mexico
35019,"Guadalupe County, NM",District of New Mexico,No,New Mexico
35021,"Harding County, NM",District of New Mexico,No,New Mexico
35023,"Hidalgo County, NM",District of New Mexico,No,New Mexico
35025,"Lea County, NM",District of New Mexico,No,New Mexico
35027,"Lincoln County, NM",District of New Mexico,No,New Mexico
35028,"Los Alamos County, NM",District of New Mexico,No,New Mexico
35029,"Luna County, NM",District of New Mexico,No,New Mexico
35031,"McKinley County, NM",District of New Mexico,No,New Mexico
35033,"Mora County, NM",District of New Mexico,No,New Mexico
35035,"Otero County, NM",District of New Mexico,No,New Mexico
35037,"Quay County, NM",District of New Mexico,No,New Mexico
35039,"Rio Arriba County, NM",District of New Mexico,No,New Mexico
35041,"Roosevelt County, NM",District of New Mexico,No,New Mexico
35043,"Sandoval County, NM",District of New Mexico,No,New Mexico
35045,"San Juan County, NM",District of New Mexico,No,New Mexico
35047,"San Miguel County, NM",District of New Mexico,No,New Mexico
35049,"Santa Fe County, NM",District of New Mexico,No,New Mexico
35051,"Sierra County, NM",District of New Mexico,No,New Mexico
35053,"Socorro County, NM",District of New Mexico,No,New Mexico
35055,"Taos County, NM",District of New Mexico,No,New Mexico
35057,"Torrance County, NM",District of New Mexico,No,New Mexico
35059,"Union County, NM",District of New Mexico,No,New Mexico
35061,"Valencia County, NM",District of New Mexico,No,New Mexico
36001,"Albany County, NY",Northern District of New York,Yes,New York
36003,"Allegany County, NY",Western District of New York,No,New York
36005,"Bronx County, NY",Southern District of New York,No,New York
36007,"Broome County, NY",Northern District of New York,Yes,New York
36009,"Cattaraugus County, NY",Western District of New York,No,New York
36011,"Cayuga County, NY",Northern District of New York,Yes,New York
36013,"Chautauqua County, NY",Western District of New York,No,New York
36015,"Chemung County, NY",Western District of New York,No,New York
36017,"Chenango County, NY",Northern District of New York,Yes,New York
36019,"Clinton County, NY",Northern District of New York,Yes,New York
36021,"Columbia County, NY",Northern District of New York,Yes,New York
36023,"Cortland County, NY",Northern District of New York,Yes,New York
36025,"Delaware County, NY",Northern District of New York,Yes,New York
36027,"Dutchess County, NY",Southern District of New York,No,New York
36029,"Erie County, NY",Western District of New York,No,New York
36031,"Essex County, NY",Northern District of New York,Yes,New York
36033,"Franklin County, NY",Northern District of New York,Yes,New York
36035,"Fulton County, NY",Northern District of New York,Yes,New York
36037,"Genesee County, NY",Western District of New York,No,New York
36039,"Greene County, NY",Northern District of New York,Yes,New York
36041,"Hamilton County, NY",Northern District of New York,Yes,New York
36043,"Herkimer County, NY",Northern District of New York,Yes,New York
36045,"Jefferson County, NY",Northern District of New York,Yes,New York
36047,"Kings County, NY",Eastern District of New York,No,New York
36049,"Lewis County, NY",Northern District of New York,Yes,New York
36051,"Livingston County, NY",Western District of New York,No,New York
36053,"Madison County, NY",Northern District of New York,Yes,New York
36055,"Monroe County, NY",Western District of New York,No,New York
36057,"Montgomery County, NY",Northern District of New York,Yes,New York
36059,"Nassau County, NY",Eastern District of New York,No,New York
36061,"New York County, NY",Southern District of New York,No,New York
36063,"Niagara County, NY",Western District of New York,No,New York
36065,"Oneida County, NY",Northern District of New York,Yes,New York
36067,"Onondaga County, NY",Northern District of New York,Yes,New York
36069,"Ontario County, NY",Western District of New York,No,New York
36071,"Orange County, NY",Southern District of New York,No,New York
36073,"Orleans County, NY",Western District of New York,No,New York
36075,"Oswego County, NY",Northern District of New York,Yes,New York
36077,"Otsego County, NY",Northern District of New York,Yes,New York
36079,"Putnam County, NY",Southern District of New York,No,New York
36081,"Queens County, NY",Eastern District of New York,No,New York
36083,"Rensselaer County, NY",Northern District of New York,Yes,New York
36085,"Richmond County, NY",Eastern District of New York,No,New York
36087,"Rockland County, NY",Southern District of New York,No,New York
36089,"St. Lawrence County, NY",Northern District of New York,Yes,New York
36091,"Saratoga County, NY",Northern District of New York,Yes,New York
36093,"Schenectady County, NY",Northern District of New York,Yes,New York
36095,"Schoharie County, NY",Northern District of New York,Yes,New York
36097,"Schuyler County, NY",Western District of New York,No,New York
36099,"Seneca County, NY",Western District of New York,No,New York
36101,"Steuben County, NY",Western District of New York,No,New York
36103,"Suffolk County, NY",Eastern District of New York,No,New York
36105,"Sullivan County, NY",Southern District of New York,No,New York
36107,"Tioga County, NY",Northern District of New York,Yes,New York
36109,"Tompkins County, NY",Northern District of New York,Yes,New York
36111,"Ulster County, NY",Northern District of New York,Yes,New York
36113,"Warren County, NY",Northern District of New York,Yes,New York
36115,"Washington County, NY",Northern District of New York,Yes,New York
36117,"Wayne County, NY",Western District of New York,No,New York
36119,"Westchester County, NY",Southern District of New York,No,New York
36121,"Wyoming County, NY",Western District of New York,No,New York
36123,"Yates County, NY",Western District of New York,No,New York
37001,"Alamance County, NC",Middle District of North Carolina,Yes,North Carolina
37003,"Alexander County, NC",Western District of North Carolina,No,North Carolina
37005,"Alleghany County, NC",Middle District of North Carolina,Yes,North Carolina
37007,"Anson County, NC",Western District of North Carolina,No,North Carolina
37009,"Ashe County, NC",Western District of North Carolina,No,North Carolina
37011,"Avery County, NC",Western District of North Carolina,No,North Carolina
37013,"Beaufort County, NC",Eastern District of North Carolina,No,North Carolina
37015,"Bertie County, NC",Eastern District of North Carolina,No,North Carolina
37017,"Bladen County, NC",Eastern District of North Carolina,No,North Carolina
37019,"Brunswick County, NC",Eastern District of North Carolina,No,North Carolina
37021,"Buncombe County, NC",Western District of North Carolina,No,North Carolina
37023,"Burke County, NC",Western District of North Carolina,No,North Carolina
37025,"Cabarrus County, NC",Middle District of North Carolina,Yes,North Carolina
37027,"Caldwell County, NC",Western District of North Carolina,No,North Carolina
37029,"Camden County, NC",Eastern District of North Carolina,No,North Carolina
37031,"Carteret County, NC",Eastern District of North Carolina,No,North Carolina
37033,"Caswell County, NC",Middle District of North Carolina,Yes,North Carolina
37035,"Catawba County, NC",Western District of North Carolina,No,North Carolina
37037,"Chatham County, NC",Middle District of North Carolina,Yes,North Carolina
37039,"Cherokee County, NC",Western District of North Carolina,No,North Carolina
37041,"Chowan County, NC",Eastern District of North Carolina,No,North Carolina
37043,"Clay County, NC",Western District of North Carolina,No,North Carolina
37045,"Cleveland County, NC",Western District of North Carolina,No,North Carolina
37047,"Columbus County, NC",Eastern District of North Carolina,No,North Carolina
37049,"Craven County, NC",Eastern District of North Carolina,No,North Carolina
37051,"Cumberland County, NC",Eastern District of North Carolina,No,North Carolina
37053,"Currituck County, NC",Eastern District of North Carolina,No,North Carolina
37055,"Dare County, NC",Eastern District of North Carolina,No,North Carolina
37057,"Davidson County, NC",Middle District of North Carolina,Yes,North Carolina
37059,"Davie County, NC",Middle District of North Carolina,Yes,North Carolina
37061,"Duplin County, NC",Eastern District of North Carolina,No,North Carolina
37063,"Durham County, NC",Middle District of North Carolina,Yes,North Carolina
37065,"Edgecombe County, NC",Eastern District of North Carolina,No,North Carolina
37067,"Forsyth County, NC",Middle District of North Carolina,Yes,North Carolina
37069,"Franklin County, NC",Eastern District of North Carolina,No,North Carolina
37071,"Gaston County, NC",Western District of North Carolina,No,North Carolina
37073,"Gates County, NC",Eastern District of North Carolina,No,North Carolina
37075,"Graham County, NC",Western District of North Carolina,No,North Carolina
37077,"Granville County, NC",Eastern District of North Carolina,No,North Carolina
37079,"Greene County, NC",Eastern District of North Carolina,No,North Carolina
37081,"Guilford County, NC",Middle District of North Carolina,Yes,North Carolina
37083,"Halifax County, NC",Eastern District of North Carolina,No,North Carolina
37085,"Harnett County, NC",Eastern District of North Carolina,No,North Carolina
37087,"Haywood County, NC",Western District of North Carolina,No,North Carolina
37089,"Henderson County, NC",Western District of North Carolina,No,North Carolina
37091,"Hertford County, NC",Eastern District of North Carolina,No,North Carolina
37093,"Hoke County, NC",Middle District of North Carolina,Yes,North Carolina
37095,"Hyde County, NC",Eastern District of North Carolina,No,North Carolina
37097,"Iredell County, NC",Western District of North Carolina,No,North Carolina
37099,"Jackson County, NC",Western District of North Carolina,No,North Carolina
37101,"Johnston County, NC",Eastern District of North Carolina,No,North Carolina
37103,"Jones County, NC",Eastern District of North Carolina,No,North Carolina
37105,"Lee County, NC",Middle District of North Carolina,Yes,North Carolina
37107,"Lenoir County, NC",Eastern District of North Carolina,No,North Carolina
37109,"Lincoln County, NC",Western District of North Carolina,No,North Carolina
37111,"McDowell County, NC",Western District of North Carolina,No,North Carolina
37113,"Macon County, NC",Western District of North Carolina,No,North Carolina
37115,"Madison County, NC",Western District of North Carolina,No,North Carolina
37117,"Martin County, NC",Eastern District of North Carolina,No,North Carolina
37119,"Mecklenburg County, NC",Western District of North Carolina,No,North Carolina
37121,"Mitchell County, NC",Western District of North Carolina,No,North Carolina
37123,"Montgomery County, NC",Middle District of North Carolina,Yes,North Carolina
37125,"Moore County, NC",Middle District of North Carolina,Yes,North Carolina
37127,"Nash County, NC",Eastern District of North Carolina,No,North Carolina
37129,"New Hanover County, NC",Eastern District of North Carolina,No,North Carolina
37131,"Northampton County, NC",Eastern District of North Carolina,No,North Carolina
37133,"Onslow County, NC",Eastern District of North Carolina,No,North Carolina
37135,"Orange County, NC",Middle District of North Carolina,Yes,North Carolina
37137,"Pamlico County, NC",Eastern District of North Carolina,No,North Carolina
37139,"Pasquotank County, NC",Eastern District of North Carolina,No,North Carolina
37141,"Pender County, NC",Eastern District of North Carolina,No,North Carolina
37143,"Perquimans County, NC",Eastern District of North Carolina,No,North Carolina
37145,"Person County, NC",Middle District of North Carolina,Yes,North Carolina
37147,"Pitt County, NC",Eastern District of North Carolina,No,North Carolina
37149,"Polk County, NC",Western District of North Carolina,No,North Carolina
37151,"Randolph County, NC",Middle District of North Carolina,Yes,North Carolina
37153,"Richmond County, NC",Middle District of North Carolina,Yes,North Carolina
37155,"Robeson County, NC",Eastern District of North Carolina,No,North Carolina
37157,"Rockingham County, NC",Middle District of North Carolina,Yes,North Carolina
37159,"Rowan County, NC",Middle District of North Carolina,Yes,North Carolina
37161,"Rutherford County, NC",Western District of North Carolina,No,North Carolina
37163,"Sampson County, NC",Eastern District of North Carolina,No,North Carolina
37165,"Scotland County, NC",Middle District of North Carolina,Yes,North Carolina
37167,"Stanly County, NC",Middle District of North Carolina,Yes,North Carolina
37169,"Stokes County, NC",Middle District of North Carolina,Yes,North Carolina
37171,"Surry County, NC",Middle District of North Carolina,Yes,North Carolina
37173,"Swain County, NC",Western District of North Carolina,No,North Carolina
37175,"Transylvania County, NC",Western District of North Carolina,No,North Carolina
37177,"Tyrrell County, NC",Eastern District of North Carolina,No,North Carolina
37179,"Union County, NC",Western District of North Carolina,No,North Carolina
37181,"Vance County, NC",Eastern District of North Carolina,No,North Carolina
37183,"Wake County, NC",Eastern District of North Carolina,No,North Carolina
37185,"Warren County, NC",Eastern District of North Carolina,No,North Carolina
37187,"Washington County, NC",Eastern District of North Carolina,No,North Carolina
37189,"Watauga County, NC",Western District of North Carolina,No,North Carolina
37191,"Wayne County, NC",Eastern District of North Carolina,No,North Carolina
37193,"Wilkes County, NC",Western District of North Carolina,No,North Carolina
37195,"Wilson County, NC",Eastern District of North Carolina,No,North Carolina
37197,"Yadkin County, NC",Middle District of North Carolina,Yes,North Carolina
37199,"Yancey County, NC",Western District of North Carolina,No,North Carolina
38001,"Adams County, ND",District of North Dakota,No,North Dakota
38003,"Barnes County, ND",District of North Dakota,No,North Dakota
38005,"Benson County, ND",District of North Dakota,No,North Dakota
38007,"Billings County, ND",District of North Dakota,No,North Dakota
38009,"Bottineau County, ND",District of North Dakota,No,North Dakota
38011,"Bowman County, ND",District of North Dakota,No,North Dakota
38013,"Burke County, ND",District of North Dakota,No,North Dakota
38015,"Burleigh County, ND",District of North Dakota,No,North Dakota
38017,"Cass County, ND",District of North Dakota,No,North Dakota
38019,"Cavalier County, ND",District of North Dakota,No,North Dakota
38021,"Dickey County, ND",District of North Dakota,No,North Dakota
38023,"Divide County, ND",District of North Dakota,No,North Dakota
38025,"Dunn County, ND",District of North Dakota,No,North Dakota
38027,"Eddy County, ND",District of North Dakota,No,North Dakota
38029,"Emmons County, ND",District of North Dakota,No,North Dakota
38031,"Foster County, ND",District of North Dakota,No,North Dakota
38033,"Golden Valley County, ND",District of North Dakota,No,North Dakota
38035,"Grand Forks County, ND",District of North Dakota,No,North Dakota
38037,"Grant County, ND",District of North Dakota,No,North Dakota
38039,"Griggs County, ND",District of North Dakota,No,North Dakota
38041,"Hettinger County, ND",District of North Dakota,No,North Dakota
38043,"Kidder County, ND",District of North Dakota,No,North Dakota
38045,"LaMoure County, ND",District of North Dakota,No,North Dakota
38047,"Logan County, ND",District of North Dakota,No,North Dakota
38049,"McHenry County, ND",District of North Dakota,No,North Dakota
38051,"McIntosh County, ND",District of North Dakota,No,North Dakota
38053,"McKenzie County, ND",District of North Dakota,No,North Dakota
38055,"McLean County, ND",District of North Dakota,No,North Dakota
38057,"Mercer County, ND",District of North Dakota,No,North Dakota
38059,"Morton County, ND",District of North Dakota,No,North Dakota
38061,"Mountrail County, ND",District of North Dakota,No,North Dakota
38063,"Nelson County, ND",District of North Dakota,No,North Dakota
38065,"Oliver County, ND",District of North Dakota,No,North Dakota
38067,"Pembina County, ND",District of North Dakota,No,North Dakota
38069,"Pierce County, ND",District of North Dakota,No,North Dakota
38071,"Ramsey County, ND",District of North Dakota,No,North Dakota
38073,"Ransom County, ND",District of North Dakota,No,North Dakota
38075,"Renville County, ND",District of North Dakota,No,North Dakota
38077,"Richland County, ND",District of North Dakota,No,North Dakota
38079,"Rolette County, ND",District of North Dakota,No,North Dakota
38081,"Sargent County, ND",District of North Dakota,No,North Dakota
38083,"Sheridan County, ND",District of North Dakota,No,North Dakota
38085,"Sioux County, ND",District of North Dakota,No,North Dakota
38087,"Slope County, ND",District of North Dakota,No,North Dakota
38089,"Stark County, ND",District of North Dakota,No,North Dakota
38091,"Steele County, ND",District of North Dakota,No,North Dakota
38093,"Stutsman County, ND",District of North Dakota,No,North Dakota
38095,"Towner County, ND",District of North Dakota,No,North Dakota
38097,"Traill County, ND",District of North Dakota,No,North Dakota
38099,"Walsh County, ND",District of North Dakota,No,North Dakota
38101,"Ward County, ND",District of North Dakota,No,North Dakota
38103,"Wells County, ND",District of North Dakota,No,North Dakota
38105,"Williams County, ND",District of North Dakota,No,North Dakota
39001,"Adams County, OH",Southern District of Ohio,No,Ohio
39003,"Allen County, OH",Northern District of Ohio,No,Ohio
39005,"Ashland County, OH",Northern District of Ohio,No,Ohio
39007,"Ashtabula County, OH",Northern District of Ohio,No,Ohio
39009,"Athens County, OH",Southern District of Ohio,No,Ohio
39011,"Auglaize County, OH",Northern District of Ohio,No,Ohio
39013,"Belmont County, OH",Southern District of Ohio,No,Ohio
39015,"Brown County, OH",Southern District of Ohio,No,Ohio
39017,"Butler County, OH",Southern District of Ohio,No,Ohio
39019,"Carroll County, OH",Northern District of Ohio,No,Ohio
39021,"Champaign County, OH",Southern District of Ohio,No,Ohio
39023,"Clark County, OH",Southern District of Ohio,No,Ohio
39025,"Clermont County, OH",Southern District of Ohio,No,Ohio
39027,"Clinton County, OH",Southern District of Ohio,No,Ohio
39029,"Columbiana County, OH",Northern District of Ohio,No,Ohio
39031,"Coshocton County, OH",Southern District of Ohio,No,Ohio
39033,"Crawford County, OH",Northern District of Ohio,No,Ohio
39035,"Cuyahoga County, OH",Northern District of Ohio,No,Ohio
39037,"Darke County, OH",Southern District of Ohio,No,Ohio
39039,"Defiance County, OH",Northern District of Ohio,No,Ohio
39041,"Delaware County, OH",Southern District of Ohio,No,Ohio
39043,"Erie County, OH",Northern District of Ohio,No,Ohio
39045,"Fairfield County, OH",Southern District of Ohio,No,Ohio
39047,"Fayette County, OH",Southern District of Ohio,No,Ohio
39049,"Franklin County, OH",Southern District of Ohio,No,Ohio
39051,"Fulton County, OH",Northern District of Ohio,No,Ohio
39053,"Gallia County, OH",Southern District of Ohio,No,Ohio
39055,"Geauga County, OH",Northern District of Ohio,No,Ohio
39057,"Greene County, OH",Southern District of Ohio,No,Ohio
39059,"Guernsey County, OH",Southern District of Ohio,No,Ohio
39061,"Hamilton County, OH",Southern District of Ohio,No,Ohio
39063,"Hancock County, OH",Northern District of Ohio,No,Ohio
39065,"Hardin County, OH",Northern District of Ohio,No,Ohio
39067,"Harrison County, OH",Southern District of Ohio,No,Ohio
39069,"Henry County, OH",Northern District of Ohio,No,Ohio
39071,"Highland County, OH",Southern District of Ohio,No,Ohio
39073,"Hocking County, OH",Southern District of Ohio,No,Ohio
39075,"Holmes County, OH",Northern District of Ohio,No,Ohio
39077,"Huron County, OH",Northern District of Ohio,No,Ohio
39079,"Jackson County, OH",Southern District of Ohio,No,Ohio
39081,"Jefferson County, OH",Southern District of Ohio,No,Ohio
39083,"Knox County, OH",Southern District of Ohio,No,Ohio
39085,"Lake County, OH",Northern District of Ohio,No,Ohio
39087,"Lawrence County, OH",Southern District of Ohio,No,Ohio
39089,"Licking County, OH",Southern District of Ohio,No,Ohio
39091,"Logan County, OH",Southern District of Ohio,No,Ohio
39093,"Lorain County, OH",Northern District of Ohio,No,Ohio
39095,"Lucas County, OH",Northern District of Ohio,No,Ohio
39097,"Madison County, OH",Southern District of Ohio,No,Ohio
39099,"Mahoning County, OH",Northern District of Ohio,No,Ohio
39101,"Marion County, OH",Northern District of Ohio,No,Ohio
39103,"Medina County, OH",Northern District of Ohio,No,Ohio
39105,"Meigs County, OH",Southern District of Ohio,No,Ohio
39107,"Mercer County, OH",Northern District of Ohio,No,Ohio
39109,"Miami County, OH",Southern District of Ohio,No,Ohio
39111,"Monroe County, OH",Southern District of Ohio,No,Ohio
39113,"Montgomery County, OH",Southern District of Ohio,No,Ohio
39115,"Morgan County, OH",Southern District of Ohio,No,Ohio
39117,"Morrow County, OH",Southern District of Ohio,No,Ohio
39119,"Muskingum County, OH",Southern District of Ohio,No,Ohio
39121,"Noble County, OH",Southern District of Ohio,No,Ohio
39123,"Ottawa County, OH",Northern District of Ohio,No,Ohio
39125,"Paulding County, OH",Northern District of Ohio,No,Ohio
39127,"Perry County, OH",Southern District of Ohio,No,Ohio
39129,"Pickaway County, OH",Southern District of Ohio,No,Ohio
39131,"Pike County, OH",Southern District of Ohio,No,Ohio
39133,"Portage County, OH",Northern District of Ohio,No,Ohio
39135,"Preble County, OH",Southern District of Ohio,No,Ohio
39137,"Putnam County, OH",Northern District of Ohio,No,Ohio
39139,"Richland County, OH",Northern District of Ohio,No,Ohio
39141,"Ross County, OH",Southern District of Ohio,No,Ohio
39143,"Sandusky County, OH",Northern District of Ohio,No,Ohio
39145,"Scioto County, OH",Southern District of Ohio,No,Ohio
39147,"Seneca County, OH",Northern District of Ohio,No,Ohio
39149,"Shelby County, OH",Southern District of Ohio,No,Ohio
39151,"Stark County, OH",Northern District of Ohio,No,Ohio
39153,"Summit County, OH",Northern District of Ohio,No,Ohio
39155,"Trumbull County, OH",Northern District of Ohio,No,Ohio
39157,"Tuscarawas County, OH",Northern District of Ohio,No,Ohio
39159,"Union County, OH",Southern District of Ohio,No,Ohio
39161,"Van Wert County, OH",Northern District of Ohio,No,Ohio
39163,"Vinton County, OH",Southern District of Ohio,No,Ohio
39165,"Warren County, OH",Southern District of Ohio,No,Ohio
39167,"Washington County, OH",Southern District of Ohio,No,Ohio
39169,"Wayne County, OH",Northern District of Ohio,No,Ohio
39171,"Williams County, OH",Northern District of Ohio,No,Ohio
39173,"Wood County, OH",Northern District of Ohio,No,Ohio
39175,"Wyandot County, OH",Northern District of Ohio,No,Ohio
40001,"Adair County, OK",Eastern District of Oklahoma,No,Oklahoma
40003,"Alfalfa County, OK",Western District of Oklahoma,No,Oklahoma
40005,"Atoka County, OK",Eastern District of Oklahoma,No,Oklahoma
40007,"Beaver County, OK",Western District of Oklahoma,No,Oklahoma
40009,"Beckham County, OK",Western District of Oklahoma,No,Oklahoma
40011,"Blaine County, OK",Western District of Oklahoma,No,Oklahoma
40013,"Bryan County, OK",Eastern District of Oklahoma,No,Oklahoma
40015,"Caddo County, OK",Western District of Oklahoma,No,Oklahoma
40017,"Canadian County, OK",Western District of Oklahoma,No,Oklahoma
40019,"Carter County, OK",Eastern District of Oklahoma,No,Oklahoma
40021,"Cherokee County, OK",Eastern District of Oklahoma,No,Oklahoma
40023,"Choctaw County, OK",Eastern District of Oklahoma,No,Oklahoma
40025,"Cimarron County, OK",Western District of Oklahoma,No,Oklahoma
40027,"Cleveland County, OK",Western District of Oklahoma,No,Oklahoma
40029,"Coal County, OK",Eastern District of Oklahoma,No,Oklahoma
40031,"Comanche County, OK",Western District of Oklahoma,No,Oklahoma
40033,"Cotton County, OK",Western District of Oklahoma,No,Oklahoma
40035,"Craig County, OK",Northern District of Oklahoma,No,Oklahoma
40037,"Creek County, OK",Northern District of Oklahoma,No,Oklahoma
40039,"Custer County, OK",Western District of Oklahoma,No,Oklahoma
40041,"Delaware County, OK",Northern District of Oklahoma,No,Oklahoma
